n_files,total_mb,drizcorr,pctecorr,crsplit,subarray,detector,dtype,instr,mem_pred,wall_pred,bin_pred,wc_mean,wc_err,wc_std,x_mean,x_files,memory,wallclock,mem_bin
2,26,1,0,0,0,0,0,3,,,,,,,,,1.091388,73.0,0.0
5,62,1,0,0,0,0,1,3,,,,,,,,,1.066544,128.0,0.0
3,5,0,0,1,0,0,1,2,,,,,,,,,0.690896,29.0,0.0
3,7,0,0,1,0,0,1,2,,,,,,,,,0.722168,43.0,0.0
2,34,1,1,1,0,1,0,0,,,,,,,,,1.683488,1622.0,0.0
3,32,0,0,1,0,0,1,2,,,,,,,,,0.82786,90.0,0.0
2,2,1,0,1,1,1,0,3,,,,,,,,,0.708336,73.0,0.0
5,13,0,0,0,0,0,1,2,,,,,,,,,0.727352,103.0,0.0
6,70,0,1,1,0,1,1,3,,,,,,,,,1.14826,2293.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.702516,36.0,0.0
3,1,0,0,0,0,0,0,1,,,,,,,,,1.412596,64.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.570632,38.0,0.0
2,35,1,0,0,0,0,0,3,,,,,,,,,0.929208,105.0,0.0
2,9,1,1,1,1,1,0,3,,,,,,,,,1.111524,529.0,0.0
2,35,0,1,1,0,1,0,3,,,,,,,,,1.150688,1052.0,0.0
2,2,1,0,0,1,0,0,3,,,,,,,,,0.696908,44.0,0.0
2,35,1,1,1,0,1,0,3,,,,,,,,,1.245356,642.0,0.0
5,5,0,0,1,0,0,1,2,,,,,,,,,0.643392,61.0,0.0
5,4,0,0,1,1,0,1,2,,,,,,,,,0.631792,60.0,0.0
9,138,1,1,1,0,1,1,0,,,,,,,,,3.26902,22167.0,1.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.551996,30.0,0.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.552592,31.0,0.0
2,2,1,0,0,1,0,0,3,,,,,,,,,0.698944,44.0,0.0
6,69,1,1,2,0,1,1,0,,,,,,,,,2.232184,2442.0,1.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.688484,51.0,0.0
3,5,0,0,2,0,0,1,2,,,,,,,,,0.59002,40.0,0.0
2,1,1,0,0,1,0,0,3,,,,,,,,,0.696768,42.0,0.0
2,13,1,0,0,0,0,0,3,,,,,,,,,1.047888,62.0,0.0
7,2,1,0,0,1,0,1,3,,,,,,,,,0.694796,63.0,0.0
5,13,0,0,0,0,0,1,2,,,,,,,,,0.641716,80.0,0.0
6,69,1,1,2,0,1,1,0,,,,,,,,,1.360684,3181.0,0.0
5,7,0,0,2,0,0,1,2,,,,,,,,,0.738364,69.0,0.0
2,2,1,0,0,1,0,0,3,,,,,,,,,0.696476,44.0,0.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.550952,31.0,0.0
5,69,1,1,1,0,1,1,0,,,,,,,,,2.210076,11665.0,1.0
2,34,1,1,1,0,1,0,0,,,,,,,,,1.719776,3671.0,0.0
6,46,0,0,0,0,0,1,2,,,,,,,,,0.770536,92.0,0.0
5,70,1,1,1,0,1,1,3,,,,,,,,,2.23522,2251.0,1.0
2,2,1,0,0,1,0,0,3,,,,,,,,,0.695468,41.0,0.0
3,32,0,0,1,0,0,1,2,,,,,,,,,0.826584,88.0,0.0
13,5,0,0,0,0,0,1,1,,,,,,,,,1.512468,361.0,0.0
4,2,0,0,0,0,0,1,1,,,,,,,,,1.473812,113.0,0.0
3,1,0,0,0,0,0,0,1,,,,,,,,,1.41106,81.0,0.0
2,35,0,1,1,0,1,0,3,,,,,,,,,1.138796,517.0,0.0
2,10,1,0,0,1,0,0,3,,,,,,,,,0.745668,52.0,0.0
6,5,1,0,2,0,0,1,0,,,,,,,,,0.734868,65.0,0.0
6,70,0,1,1,0,1,1,3,,,,,,,,,1.148836,2450.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.690792,30.0,0.0
2,35,1,1,1,0,1,0,3,,,,,,,,,1.712516,1073.0,0.0
2,35,0,1,1,0,1,0,3,,,,,,,,,1.146504,1187.0,0.0
6,70,0,1,1,0,1,1,3,,,,,,,,,1.14698,1940.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.689328,48.0,0.0
2,4,1,0,0,1,0,0,3,,,,,,,,,0.71498,46.0,0.0
2,4,0,0,1,0,1,0,3,,,,,,,,,0.707344,37.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.700604,37.0,0.0
2,0,0,0,0,1,0,0,1,,,,,,,,,0.616652,46.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.69122,37.0,0.0
19,123,0,0,0,0,0,1,1,,,,,,,,,1.667476,878.0,0.0
6,70,0,1,1,0,1,1,3,,,,,,,,,1.148572,1580.0,0.0
2,2,1,0,0,1,0,0,3,,,,,,,,,0.696244,44.0,0.0
3,7,0,0,1,0,0,1,2,,,,,,,,,0.563856,44.0,0.0
2,1,1,1,1,1,1,0,3,,,,,,,,,0.947612,141.0,0.0
5,70,1,1,1,0,1,1,3,,,,,,,,,2.263896,2503.0,1.0
3,66,0,0,0,0,0,0,2,,,,,,,,,0.829108,63.0,0.0
4,2,0,0,0,0,0,1,1,,,,,,,,,1.48778,122.0,0.0
5,70,1,1,1,0,1,1,3,,,,,,,,,2.239192,2133.0,1.0
9,140,1,1,1,0,1,1,3,,,,,,,,,3.467664,4708.0,1.0
5,11,0,0,0,0,0,1,2,,,,,,,,,0.712444,74.0,0.0
5,1,1,1,1,1,1,1,3,,,,,,,,,0.965236,330.0,0.0
2,5,1,0,0,1,0,0,3,,,,,,,,,0.72428,46.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.571592,39.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.538152,38.0,0.0
2,7,1,0,0,0,0,0,3,,,,,,,,,1.011864,65.0,0.0
2,2,1,0,0,1,0,0,3,,,,,,,,,0.70606,48.0,0.0
3,1,0,0,0,0,0,0,1,,,,,,,,,1.411488,74.0,0.0
2,35,0,1,1,0,1,0,3,,,,,,,,,1.14668,1622.0,0.0
9,138,1,1,1,0,1,1,0,,,,,,,,,3.285888,10586.0,1.0
2,1,1,1,1,1,1,0,3,,,,,,,,,0.946716,195.0,0.0
2,1,0,0,1,0,0,0,2,,,,,,,,,0.618592,52.0,0.0
2,0,0,0,0,1,0,0,1,,,,,,,,,0.616828,63.0,0.0
5,1,1,1,1,1,1,1,3,,,,,,,,,0.965288,319.0,0.0
5,31,1,0,0,0,0,1,3,,,,,,,,,1.066064,106.0,0.0
3,7,0,0,1,0,0,1,2,,,,,,,,,0.705288,37.0,0.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.68802,30.0,0.0
25,413,1,1,1,0,1,1,0,,,,,,,,,7.362524,23848.0,2.0
9,3,1,1,1,1,1,1,3,,,,,,,,,0.975776,549.0,0.0
6,70,0,1,1,0,1,1,3,,,,,,,,,1.1388,2294.0,0.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.689192,49.0,0.0
2,4,0,0,1,0,1,0,3,,,,,,,,,0.70624,38.0,0.0
2,2,1,0,0,1,0,0,3,,,,,,,,,0.696156,43.0,0.0
2,1,1,0,0,1,0,0,3,,,,,,,,,0.694792,43.0,0.0
3,5,0,0,1,0,0,1,2,,,,,,,,,0.688456,34.0,0.0
2,34,1,1,1,0,1,0,0,,,,,,,,,1.479736,1539.0,0.0
3,32,0,0,1,0,0,1,2,,,,,,,,,0.828516,85.0,0.0
3,7,0,0,1,0,0,1,2,,,,,,,,,0.720204,39.0,0.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.551984,31.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.53716,36.0,0.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.53646,34.0,0.0
2,4,1,0,0,1,0,0,3,,,,,,,,,0.705072,46.0,0.0
2,1,0,0,1,0,0,0,2,,,,,,,,,0.61992,48.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.6167,53.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.570128,36.0,0.0
5,1,1,0,0,1,0,1,3,,,,,,,,,0.69532,55.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.571388,36.0,0.0
2,1,0,0,1,0,0,0,2,,,,,,,,,0.620348,52.0,0.0
3,1,0,0,0,0,0,0,1,,,,,,,,,1.40448,78.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.690436,33.0,0.0
9,138,1,1,1,0,1,1,0,,,,,,,,,3.27916,7079.0,1.0
2,34,1,1,1,0,1,0,0,,,,,,,,,1.7103,1536.0,0.0
6,5,1,0,2,0,0,1,0,,,,,,,,,0.7348,87.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.691396,38.0,0.0
2,9,1,1,1,1,1,0,3,,,,,,,,,1.112724,416.0,0.0
3,2,0,0,1,0,0,1,2,,,,,,,,,0.53726,35.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.690688,30.0,0.0
2,1,1,1,1,1,1,0,3,,,,,,,,,0.948252,190.0,0.0
13,7,1,0,0,0,0,1,0,,,,,,,,,0.711308,67.0,0.0
3,3,0,0,0,1,0,1,1,,,,,,,,,0.707424,60.0,0.0
2,1,1,0,0,1,0,0,3,,,,,,,,,0.6952,43.0,0.0
2,1,1,0,1,1,1,0,0,,,,,,,,,0.691376,47.0,0.0
5,11,0,0,0,0,0,1,2,,,,,,,,,0.707188,94.0,0.0
2,1,1,1,1,1,1,0,3,,,,,,,,,0.947624,193.0,0.0
3,32,0,0,1,0,0,1,2,,,,,,,,,0.82578,90.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.53826,36.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.693352,38.0,0.0
6,70,0,1,1,0,1,1,3,,,,,,,,,1.148412,1948.0,0.0
3,21,0,0,1,0,0,1,2,,,,,,,,,0.632028,56.0,0.0
5,10,1,0,0,1,0,1,3,,,,,,,,,0.74788,70.0,0.0
3,1,0,0,1,0,0,1,2,,,,,,,,,0.538568,32.0,0.0
5,9,0,0,2,0,0,1,2,,,,,,,,,0.738364,61.0,0.0
2,1,1,1,1,1,1,0,3,,,,,,,,,0.947156,187.0,0.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.693532,51.0,0.0
13,7,1,0,0,0,0,1,0,,,,,,,,,0.739364,102.0,0.0
4,0,0,0,0,0,0,1,1,,,,,,,,,0.616412,87.0,0.0
4,9,0,0,0,0,0,1,1,,,,,,,,,1.530256,123.0,0.0
2,1,1,1,1,1,1,0,3,,,,,,,,,0.947692,174.0,0.0
5,70,1,1,1,0,1,1,3,,,,,,,,,2.73822,2072.0,1.0
9,115,1,0,0,0,0,1,3,,,,,,,,,1.104108,232.0,0.0
2,34,1,1,1,0,1,0,0,,,,,,,,,1.537912,1178.0,0.0
17,10,1,0,0,0,0,1,0,,,,,,,,,0.76188,97.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.690544,36.0,0.0
3,7,0,0,1,0,0,1,2,,,,,,,,,0.720264,44.0,0.0
5,11,0,0,0,0,0,1,2,,,,,,,,,0.707636,87.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.571692,38.0,0.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.61716,51.0,0.0
3,5,0,0,1,0,0,1,2,,,,,,,,,0.689896,34.0,0.0
5,5,1,0,2,0,0,1,0,,,,,,,,,0.724024,74.0,0.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.686548,32.0,0.0
6,70,0,1,1,0,1,1,3,,,,,,,,,1.145768,2152.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.69136,37.0,0.0
2,0,1,0,1,1,0,0,0,,,,,,,,,0.687668,27.0,0.0
2,35,0,1,1,0,1,0,3,,,,,,,,,1.147876,649.0,0.0
2,35,0,1,1,0,1,0,3,,,,,,,,,1.147064,2180.0,0.0
6,5,1,0,2,0,0,1,0,,,,,,,,,0.728664,84.0,0.0
5,21,0,0,0,0,0,1,2,,,,,,,,,0.733932,102.0,0.0
2,34,1,1,1,0,1,0,0,,,,,,,,,1.708756,7401.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.572304,37.0,0.0
6,70,0,1,1,0,1,1,3,,,,,,,,,1.148348,2092.0,0.0
11,17,0,0,0,1,0,1,1,,,,,,,,,1.584536,435.0,0.0
3,7,0,0,1,0,0,1,2,,,,,,,,,0.721172,38.0,0.0
2,35,0,1,1,0,1,0,3,,,,,,,,,1.146488,1118.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.537968,36.0,0.0
3,58,0,0,0,0,0,0,2,,,,,,,,,0.793452,60.0,0.0
5,57,1,0,0,0,0,1,3,,,,,,,,,1.103448,109.0,0.0
5,70,1,1,1,0,1,1,3,,,,,,,,,2.217552,2734.0,1.0
2,1,1,1,1,1,1,0,3,,,,,,,,,0.947484,201.0,0.0
2,1,1,0,0,1,0,0,3,,,,,,,,,0.6971,43.0,0.0
5,5,0,0,1,0,0,1,2,,,,,,,,,0.693092,63.0,0.0
5,4,0,0,1,1,0,1,2,,,,,,,,,0.631968,60.0,0.0
5,11,0,0,0,0,0,1,2,,,,,,,,,0.712264,64.0,0.0
2,2,1,0,0,1,0,0,3,,,,,,,,,0.695776,42.0,0.0
2,2,1,0,1,0,0,0,0,,,,,,,,,0.71186,50.0,0.0
20,15,1,0,1,1,1,1,3,,,,,,,,,0.871552,190.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.538144,35.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.702672,36.0,0.0
2,1,0,0,1,0,0,0,2,,,,,,,,,0.619056,52.0,0.0
3,178,0,0,0,0,0,0,2,,,,,,,,,1.140588,81.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.538004,37.0,0.0
5,5,0,0,1,0,0,1,2,,,,,,,,,0.711788,60.0,0.0
2,34,1,1,1,0,1,0,0,,,,,,,,,1.703892,1717.0,0.0
5,11,0,0,0,0,0,1,2,,,,,,,,,0.690408,59.0,0.0
2,9.0,0,0,0,1,0,0,1,0.47968155,17.534758,0.0,20.640588690937257,0.16965336946167622,10.558111352228114,,-0.8890390748952078,0.456224,18.0,0.0
5,2,1,0,0,1,0,1,3,,,,,,,,,0.697592,76.0,0.0
3,26,0,0,0,0,0,0,1,,,,,,,,,1.645824,150.0,0.0
5,69,1,1,1,0,1,1,0,,,,,,,,,2.202184,3704.0,1.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.691088,35.0,0.0
7,12,0,0,0,0,0,1,1,,,,,,,,,1.582764,248.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.699524,36.0,0.0
9,53,1,0,0,0,0,1,3,,,,,,,,,1.080444,175.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.7007,36.0,0.0
5,7,0,0,2,0,0,1,2,,,,,,,,,0.737056,63.0,0.0
7,105,1,1,1,0,1,1,3,,,,,,,,,2.704364,2805.0,1.0
2,35,1,1,1,0,1,0,3,,,,,,,,,1.711256,774.0,0.0
3,1,0,0,0,0,0,0,1,,,,,,,,,1.413744,73.0,0.0
2,35,1,1,1,0,1,0,3,,,,,,,,,1.753332,1137.0,0.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.551908,31.0,0.0
2,35,0,1,1,0,1,0,3,,,,,,,,,1.147232,4157.0,0.0
3,5,0,0,1,0,0,1,2,,,,,,,,,0.636644,54.0,0.0
6,23,0,0,0,0,0,1,2,,,,,,,,,0.725416,78.0,0.0
5,49,1,0,0,0,0,1,3,,,,,,,,,1.094976,142.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.570508,35.0,0.0
5,11,0,0,0,0,0,1,2,,,,,,,,,0.7137,90.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.689756,21.0,0.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.552388,31.0,0.0
5,40,0,0,0,0,0,1,2,,,,,,,,,0.750864,114.0,0.0
2,2,1,0,1,0,0,0,0,,,,,,,,,0.71204,47.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.69014,36.0,0.0
2,35,0,1,1,0,1,0,3,,,,,,,,,1.147292,843.0,0.0
2,3,1,0,0,1,0,0,3,,,,,,,,,0.708876,47.0,0.0
3,1,0,0,1,0,0,1,2,,,,,,,,,0.536924,33.0,0.0
6,70,0,1,1,0,1,1,3,,,,,,,,,1.147804,2410.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.691332,36.0,0.0
10,138,1,1,1,0,1,1,0,,,,,,,,,3.26614,7407.0,1.0
2,4,1,0,0,1,0,0,3,,,,,,,,,0.714448,48.0,0.0
2,2,1,1,1,1,1,0,3,,,,,,,,,0.993824,91.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.615808,47.0,0.0
3,5,0,0,2,0,0,1,2,,,,,,,,,0.59016,43.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.571224,36.0,0.0
2,34,1,1,1,0,1,0,0,,,,,,,,,1.712232,1519.0,0.0
2,1,0,0,1,0,0,0,2,,,,,,,,,0.619944,53.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.690708,37.0,0.0
3,32,0,0,1,0,0,1,2,,,,,,,,,0.826232,88.0,0.0
2,15,1,0,0,0,0,0,3,,,,,,,,,1.01762,70.0,0.0
2,2,0,0,0,0,0,0,2,,,,,,,,,0.619396,67.0,0.0
7,105,1,1,1,0,1,1,3,,,,,,,,,2.761696,2866.0,1.0
5,69,1,1,1,0,1,1,0,,,,,,,,,2.234288,5389.0,1.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.616912,51.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.690148,36.0,0.0
2,3,1,0,0,1,0,0,3,,,,,,,,,0.697492,43.0,0.0
9,142,1,0,0,0,0,1,3,,,,,,,,,1.12424,259.0,0.0
7,1,0,0,0,0,0,1,1,,,,,,,,,1.4604,177.0,0.0
30,17,1,0,0,0,0,1,0,,,,,,,,,0.899148,155.0,0.0
2,4,1,0,0,1,0,0,3,,,,,,,,,0.704736,45.0,0.0
6,70,0,1,1,0,1,1,3,,,,,,,,,1.148904,1789.0,0.0
3,5,0,0,1,0,0,1,2,,,,,,,,,0.688724,32.0,0.0
3,0,0,0,2,1,0,1,2,,,,,,,,,0.692328,49.0,0.0
3,5,0,0,1,0,0,1,2,,,,,,,,,0.690112,38.0,0.0
2,2,1,0,0,1,0,0,3,,,,,,,,,0.696028,45.0,0.0
3,7,0,0,1,0,0,1,2,,,,,,,,,0.563116,45.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.570972,36.0,0.0
3,7,0,0,1,0,0,1,2,,,,,,,,,0.719784,39.0,0.0
6,70,0,1,1,0,1,1,3,,,,,,,,,1.145484,2287.0,0.0
9,4,0,0,0,1,0,1,1,,,,,,,,,1.497004,304.0,0.0
5,11,0,0,0,0,0,1,2,,,,,,,,,0.707088,89.0,0.0
2,2,1,0,0,1,0,0,3,,,,,,,,,0.699252,44.0,0.0
5,3,0,0,2,1,0,1,2,,,,,,,,,0.691412,58.0,0.0
15,209,1,0,0,0,0,1,3,,,,,,,,,1.047864,272.0,0.0
2,34,1,1,1,0,1,0,0,,,,,,,,,1.460932,2017.0,0.0
2,9.0,0,0,0,1,0,0,1,0.47968155,17.534758,0.0,20.640588690937257,0.16965336946167622,10.558111352228114,,-0.8890390748952078,0.456864,18.0,0.0
2,9.0,0,0,0,1,0,0,1,0.47968155,17.534758,0.0,20.640588690937257,0.16965336946167622,10.558111352228114,,-0.8890390748952078,0.456504,18.0,0.0
5,1,1,1,1,1,1,1,3,,,,,,,,,0.964636,271.0,0.0
2,2,0,1,1,1,1,0,3,,,,,,,,,0.972416,200.0,0.0
2,34,1,1,1,0,1,0,0,,,,,,,,,1.709412,1974.0,0.0
5,6,0,0,1,1,0,1,2,,,,,,,,,0.712156,41.0,0.0
5,12,0,0,2,0,0,1,2,,,,,,,,,0.747196,72.0,0.0
5,70,1,1,1,0,1,1,3,,,,,,,,,2.247612,2406.0,1.0
2,24,0,0,0,0,0,0,3,,,,,,,,,0.82858,114.0,0.0
5,53,1,0,0,0,0,1,3,,,,,,,,,1.115304,135.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.690432,33.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.701452,37.0,0.0
9,153,1,0,0,0,0,1,3,,,,,,,,,1.083008,277.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.57024,36.0,0.0
5,36,0,0,0,0,0,1,2,,,,,,,,,0.799816,82.0,0.0
2,1,1,1,1,1,1,0,3,,,,,,,,,0.946668,210.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.571984,37.0,0.0
2,24,1,0,0,0,0,0,3,,,,,,,,,1.087008,73.0,0.0
2,1,1,1,1,1,1,0,3,,,,,,,,,0.9477,124.0,0.0
3,2,0,0,2,0,0,1,2,,,,,,,,,0.63622,55.0,0.0
3,32,0,0,1,0,0,1,2,,,,,,,,,0.825664,89.0,0.0
2,4,0,0,1,0,1,0,3,,,,,,,,,0.706376,37.0,0.0
5,69,1,1,1,0,1,1,0,,,,,,,,,2.229612,9864.0,1.0
5,13,0,0,0,0,0,1,2,,,,,,,,,0.70566,82.0,0.0
6,5,1,0,1,0,0,1,0,,,,,,,,,0.733668,91.0,0.0
9,138,1,1,1,0,1,1,0,,,,,,,,,2.899156,9230.0,1.0
2,35,0,1,1,0,1,0,3,,,,,,,,,1.147936,1513.0,0.0
2,2,1,0,1,1,1,0,3,,,,,,,,,0.708308,69.0,0.0
2,9.0,0,0,0,1,0,0,1,0.47968155,17.534758,0.0,20.640588690937257,0.16965336946167622,10.558111352228114,,-0.8890390748952078,0.457712,22.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.570928,39.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.53812,37.0,0.0
2,35,0,1,1,0,1,0,3,,,,,,,,,1.146012,1726.0,0.0
9,109,1,0,0,0,0,1,3,,,,,,,,,0.959808,213.0,0.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.689468,33.0,0.0
3,5,0,0,1,0,0,1,2,,,,,,,,,0.552768,32.0,0.0
2,1,1,1,1,1,1,0,3,,,,,,,,,0.948416,192.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.708772,39.0,0.0
3,5,0,0,1,0,0,1,2,,,,,,,,,0.689236,28.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.537352,36.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.690876,47.0,0.0
7,7,1,0,1,0,0,1,0,,,,,,,,,0.750772,108.0,0.0
2,4,1,0,0,1,0,0,3,,,,,,,,,0.705252,44.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.571516,36.0,0.0
5,9,0,0,2,0,0,1,2,,,,,,,,,0.736868,72.0,0.0
5,21,0,0,0,0,0,1,2,,,,,,,,,0.727356,90.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.570588,36.0,0.0
9,138,1,1,1,0,1,1,0,,,,,,,,,3.28354,10398.0,1.0
3,7,0,0,1,0,0,1,2,,,,,,,,,0.546668,42.0,0.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.614356,47.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.537544,36.0,0.0
5,62,1,0,0,0,0,1,3,,,,,,,,,1.038824,141.0,0.0
5,31,1,0,0,0,0,1,3,,,,,,,,,1.072464,116.0,0.0
2,35,1,1,1,0,1,0,3,,,,,,,,,1.763744,1252.0,0.0
2,35,0,1,1,0,1,0,3,,,,,,,,,1.147712,2393.0,0.0
2,35,0,0,0,0,0,0,3,,,,,,,,,0.828332,57.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.572708,37.0,0.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.550968,28.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.691536,37.0,0.0
2,4,0,0,0,1,0,0,3,,,,,,,,,0.695052,29.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.690504,37.0,0.0
2,29,1,0,0,0,0,0,3,,,,,,,,,1.092624,80.0,0.0
2,1,1,1,1,1,1,0,3,,,,,,,,,0.948816,177.0,0.0
2,4,1,0,0,1,0,0,3,,,,,,,,,0.707388,36.0,0.0
2,2,1,0,0,1,0,0,3,,,,,,,,,0.696296,44.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.571164,37.0,0.0
5,13,0,0,0,0,0,1,2,,,,,,,,,0.707472,97.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.570592,36.0,0.0
5,3,0,0,1,1,0,1,2,,,,,,,,,0.631256,54.0,0.0
2,1,1,1,1,1,1,0,3,,,,,,,,,0.947268,191.0,0.0
5,69,1,1,1,0,1,1,0,,,,,,,,,2.243404,8004.0,1.0
5,69,1,1,1,0,1,1,0,,,,,,,,,1.491132,8425.0,0.0
7,5,0,0,0,0,0,1,1,,,,,,,,,1.507812,230.0,0.0
11,138,1,1,2,0,1,1,0,,,,,,,,,3.233812,6478.0,1.0
4,9,0,0,0,0,0,0,2,,,,,,,,,0.619784,62.0,0.0
9,140,1,1,1,0,1,1,3,,,,,,,,,3.438364,4321.0,1.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.68718,32.0,0.0
2,34,1,1,1,0,1,0,0,,,,,,,,,1.715508,6122.0,0.0
6,65,0,0,0,0,0,1,2,,,,,,,,,0.851756,102.0,0.0
5,5,0,0,1,0,0,1,2,,,,,,,,,0.715588,65.0,0.0
5,69,1,1,1,0,1,1,0,,,,,,,,,1.711132,8564.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.688908,49.0,0.0
2,13,1,0,0,0,0,0,3,,,,,,,,,1.04794,60.0,0.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.55258,30.0,0.0
2,34,1,1,1,0,1,0,0,,,,,,,,,1.710688,2631.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.701472,36.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.690404,36.0,0.0
6,85,1,0,0,0,0,1,3,,,,,,,,,1.091892,107.0,0.0
2,10,1,0,0,1,0,0,3,,,,,,,,,0.747616,60.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.617236,43.0,0.0
2,35,1,1,1,0,1,0,3,,,,,,,,,1.290688,849.0,0.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.616424,51.0,0.0
9,5,1,0,0,0,0,1,0,,,,,,,,,0.712148,63.0,0.0
2,4,0,0,1,0,1,0,3,,,,,,,,,0.71358,38.0,0.0
5,3,0,0,1,1,0,1,2,,,,,,,,,0.619556,55.0,0.0
2,1,1,0,0,1,0,0,3,,,,,,,,,0.695236,43.0,0.0
2,4,1,0,0,1,0,0,3,,,,,,,,,0.70516,45.0,0.0
2,35,0,1,1,0,1,0,3,,,,,,,,,1.147124,937.0,0.0
2,2,1,1,1,1,1,0,3,,,,,,,,,0.996576,224.0,0.0
5,9,0,0,2,0,0,1,2,,,,,,,,,0.74914,61.0,0.0
9,140,1,1,1,0,1,1,3,,,,,,,,,3.217172,3892.0,1.0
7,105,1,1,1,0,1,1,3,,,,,,,,,2.714852,3224.0,1.0
2,2,0,1,1,1,1,0,3,,,,,,,,,0.97292,183.0,0.0
2,35,0,0,0,0,0,0,3,,,,,,,,,0.823048,55.0,0.0
