n_files,total_mb,drizcorr,pctecorr,crsplit,subarray,detector,dtype,instr,mem_pred,wall_pred,bin_pred,wc_mean,wc_err,wc_std,x_mean,x_files,memory,wallclock,mem_bin
3,34,0,0,0,0,0,0,2,,,,,,,,,0.716256,48.0,0.0
10,3,1,0,1,1,1,1,3,,,,,,,,,0.711024,79.0,0.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.551464,31.0,0.0
5,49,1,0,0,0,0,1,3,,,,,,,,,1.077324,125.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.570512,38.0,0.0
9,35,1,1,1,1,1,1,3,,,,,,,,,1.414732,2013.0,0.0
5,1,1,1,1,1,1,1,3,,,,,,,,,0.96414,332.0,0.0
2,34,1,1,1,0,1,0,0,,,,,,,,,1.688832,2846.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.569908,36.0,0.0
6,69,1,1,2,0,1,1,0,,,,,,,,,2.240736,3405.0,1.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.570896,37.0,0.0
3,2,0,0,1,0,0,1,2,,,,,,,,,0.690784,36.0,0.0
6,124,0,0,0,0,0,1,2,,,,,,,,,1.009668,120.0,0.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.691508,52.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.70478,37.0,0.0
2,35,1,1,1,0,1,0,3,,,,,,,,,1.284072,833.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.693716,47.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.536872,32.0,0.0
2,1,1,0,0,1,0,0,3,,,,,,,,,0.69556,43.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.537732,36.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.570508,36.0,0.0
2,35,0,0,0,0,0,0,3,,,,,,,,,0.822432,40.0,0.0
5,57,1,0,0,0,0,1,3,,,,,,,,,0.958936,140.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.68816,33.0,0.0
2,35,0,0,0,0,0,0,3,,,,,,,,,0.82348,41.0,0.0
2,3,1,0,0,1,0,0,3,,,,,,,,,0.709816,47.0,0.0
2,1,1,1,1,1,1,0,3,,,,,,,,,0.947804,170.0,0.0
7,52,0,0,0,0,0,1,1,,,,,,,,,1.711376,606.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.537608,35.0,0.0
5,11,0,0,0,0,0,1,2,,,,,,,,,0.705568,97.0,0.0
2,4,0,0,1,0,1,0,3,,,,,,,,,0.712712,40.0,0.0
3,1.0,0,0,0,1,0,1,1,0.47968155,40.710106,0.0,56.35616438356164,1.7485795596394174,25.876614429425317,,0.14927416705245128,0.457388,28.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.537748,35.0,0.0
6,70,0,1,1,0,1,1,3,,,,,,,,,1.148872,1637.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.69096,38.0,0.0
2,9.0,0,0,0,1,0,0,1,0.47968155,17.534758,0.0,20.640588690937257,0.16965336946167622,10.558111352228114,,-0.8890390748952078,0.45956,21.0,0.0
2,35,0,1,1,0,1,0,3,,,,,,,,,1.146652,2065.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.571592,37.0,0.0
2,35,0,1,1,0,1,0,3,,,,,,,,,1.139288,984.0,0.0
3,1,0,0,0,0,0,0,1,,,,,,,,,1.413712,95.0,0.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.616548,51.0,0.0
3,5,0,0,1,0,0,1,2,,,,,,,,,0.690284,34.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.699852,36.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.53804,36.0,0.0
2,1,0,0,0,1,0,0,1,,,,,,,,,0.525928,26.0,0.0
2,3,1,0,0,1,0,0,3,,,,,,,,,0.709512,48.0,0.0
2,35,1,0,0,0,0,0,3,,,,,,,,,1.0917,87.0,0.0
2,2,1,0,1,0,0,0,0,,,,,,,,,0.710536,51.0,0.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.687804,24.0,0.0
3,5,0,0,1,0,0,1,2,,,,,,,,,0.717728,47.0,0.0
2,18,1,0,0,0,0,0,3,,,,,,,,,1.0753,74.0,0.0
2,9,1,0,1,0,1,0,3,,,,,,,,,1.204892,108.0,0.0
7,2,0,0,0,0,0,1,1,,,,,,,,,1.47192,270.0,0.0
5,14,0,0,2,0,0,1,2,,,,,,,,,0.678672,72.0,0.0
5,7,0,0,1,0,0,1,2,,,,,,,,,0.714236,68.0,0.0
6,70,0,1,1,0,1,1,3,,,,,,,,,1.149428,1491.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.700628,36.0,0.0
5,3,0,0,1,1,0,1,2,,,,,,,,,0.69316,57.0,0.0
5,35,1,0,0,0,0,1,3,,,,,,,,,1.064796,100.0,0.0
5,7,0,0,2,0,0,1,2,,,,,,,,,0.740396,60.0,0.0
2,1,1,1,1,1,1,0,3,,,,,,,,,0.947888,180.0,0.0
9,138,1,1,1,0,1,1,0,,,,,,,,,3.254036,6000.0,1.0
2,34,1,1,1,0,1,0,0,,,,,,,,,1.718168,2262.0,0.0
5,1,1,1,1,1,1,1,3,,,,,,,,,0.964292,305.0,0.0
6,5,1,0,2,0,0,1,0,,,,,,,,,0.734096,92.0,0.0
2,35,1,1,1,0,1,0,3,,,,,,,,,1.716368,860.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.571952,36.0,0.0
3,5,0,0,2,0,0,1,2,,,,,,,,,0.590184,43.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.689188,50.0,0.0
7,60,1,0,0,0,0,1,3,,,,,,,,,0.984276,138.0,0.0
7,103,1,1,1,0,1,1,0,,,,,,,,,2.74956,7047.0,1.0
2,0,0,0,0,1,0,0,1,,,,,,,,,0.589284,28.0,0.0
2,4,1,0,0,1,0,0,3,,,,,,,,,0.704264,45.0,0.0
7,103,1,1,1,0,1,1,0,,,,,,,,,2.766064,5781.0,1.0
2,35,0,1,1,0,1,0,3,,,,,,,,,1.14716,4523.0,0.0
9,3,1,1,1,1,1,1,3,,,,,,,,,0.97806,585.0,0.0
2,20,1,0,0,0,0,0,3,,,,,,,,,0.952992,77.0,0.0
2,3,1,0,0,1,0,0,3,,,,,,,,,0.712416,47.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.569832,36.0,0.0
2,26,1,0,0,0,0,0,3,,,,,,,,,0.934816,73.0,0.0
5,9,0,0,1,0,0,1,2,,,,,,,,,0.749816,66.0,0.0
2,1,1,0,1,1,1,0,3,,,,,,,,,0.69128,65.0,0.0
2,35,1,1,1,0,1,0,3,,,,,,,,,1.278236,688.0,0.0
3,5,0,0,1,0,0,1,2,,,,,,,,,0.717304,55.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.7013,36.0,0.0
6,40,0,0,0,0,0,1,2,,,,,,,,,0.74204,81.0,0.0
2,8,0,0,0,0,0,0,2,,,,,,,,,0.707816,33.0,0.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.687492,29.0,0.0
17,10,1,0,0,0,0,1,0,,,,,,,,,0.762192,85.0,0.0
3,5,0,0,1,0,0,1,2,,,,,,,,,0.6915,24.0,0.0
2,9.0,0,0,0,1,0,0,1,0.47968155,17.534758,0.0,20.640588690937257,0.16965336946167622,10.558111352228114,,-0.8890390748952078,0.456652,17.0,0.0
3,32,0,0,1,0,0,1,2,,,,,,,,,0.827464,91.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.699028,37.0,0.0
10,6,1,0,0,1,0,1,3,,,,,,,,,0.717224,124.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.700716,36.0,0.0
9,9,1,0,1,0,0,1,0,,,,,,,,,0.801992,97.0,0.0
9,3,1,1,1,1,1,1,3,,,,,,,,,0.977224,535.0,0.0
3,2,0,0,2,0,0,1,2,,,,,,,,,0.636456,56.0,0.0
5,69,1,1,1,0,1,1,0,,,,,,,,,2.202268,6102.0,1.0
2,4,0,0,0,1,0,0,3,,,,,,,,,0.691988,31.0,0.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.618688,50.0,0.0
5,7,0,0,2,0,0,1,2,,,,,,,,,0.740808,69.0,0.0
5,69,1,1,1,0,1,1,0,,,,,,,,,2.265932,3952.0,1.0
3,2,0,0,1,0,0,1,2,,,,,,,,,0.537792,38.0,0.0
2,34,1,1,1,0,1,0,0,,,,,,,,,1.709544,1866.0,0.0
3,2,0,0,1,0,0,1,2,,,,,,,,,0.690912,36.0,0.0
2,35,0,1,1,0,1,0,3,,,,,,,,,1.1467,995.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.690052,36.0,0.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.616656,50.0,0.0
5,1,1,1,1,1,1,1,3,,,,,,,,,0.964616,207.0,0.0
2,3,1,0,0,1,0,0,3,,,,,,,,,0.705664,45.0,0.0
6,5,1,0,2,0,0,1,0,,,,,,,,,0.731104,81.0,0.0
5,11,0,0,0,0,0,1,2,,,,,,,,,0.707528,94.0,0.0
2,2,1,0,1,1,1,0,3,,,,,,,,,0.70928,69.0,0.0
5,13,0,0,0,0,0,1,2,,,,,,,,,0.70748,83.0,0.0
3,7,0,0,1,0,0,1,2,,,,,,,,,0.722008,43.0,0.0
7,103,1,1,1,0,1,1,0,,,,,,,,,2.244188,12475.0,1.0
2,18,1,0,0,0,0,0,3,,,,,,,,,0.897296,67.0,0.0
9,138,1,1,1,0,1,1,0,,,,,,,,,3.248092,6327.0,1.0
2,13,1,0,0,0,0,0,3,,,,,,,,,0.90832,60.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.700484,37.0,0.0
6,29,0,0,0,0,0,1,2,,,,,,,,,0.722596,78.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.570744,37.0,0.0
2,34,1,1,1,0,1,0,0,,,,,,,,,1.716112,2430.0,0.0
6,70,0,1,1,0,1,1,3,,,,,,,,,1.148504,2260.0,0.0
3,1,0,0,1,0,0,1,2,,,,,,,,,0.537404,33.0,0.0
54,31,1,0,0,0,0,1,0,,,,,,,,,1.084636,225.0,0.0
2,4,0,0,1,0,1,0,3,,,,,,,,,0.70568,38.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.571084,37.0,0.0
7,5,0,0,0,0,0,1,1,,,,,,,,,1.513076,319.0,0.0
5,102,1,0,0,0,0,1,3,,,,,,,,,1.121376,130.0,0.0
5,5,0,0,1,0,0,1,2,,,,,,,,,0.716016,63.0,0.0
6,70,0,1,1,0,1,1,3,,,,,,,,,1.148196,2208.0,0.0
2,0,0,0,0,1,0,0,1,,,,,,,,,0.61208,154.0,0.0
9,9,1,0,1,0,0,1,0,,,,,,,,,0.806948,117.0,0.0
2,34,1,1,1,0,1,0,0,,,,,,,,,1.689972,2285.0,0.0
2,24,1,0,0,0,0,0,3,,,,,,,,,0.884984,78.0,0.0
5,70,1,1,1,0,1,1,3,,,,,,,,,2.237648,2246.0,1.0
7,57,0,0,0,0,0,1,1,,,,,,,,,1.7175,667.0,0.0
2,1,1,0,1,1,1,0,3,,,,,,,,,0.692216,63.0,0.0
2,2,1,0,0,1,0,0,3,,,,,,,,,0.70786,44.0,0.0
3,1,0,0,1,0,0,1,2,,,,,,,,,0.53824,33.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.7005,36.0,0.0
2,10,0,0,0,1,0,0,3,,,,,,,,,0.732328,36.0,0.0
3,0,0,0,2,1,0,1,2,,,,,,,,,0.694652,54.0,0.0
3,7,0,0,2,0,0,1,2,,,,,,,,,0.600324,47.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.570752,37.0,0.0
2,4,1,0,0,1,0,0,3,,,,,,,,,0.705168,44.0,0.0
2,9,1,1,1,1,1,0,3,,,,,,,,,1.10994,417.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.5707,37.0,0.0
2,34,1,1,1,0,1,0,0,,,,,,,,,1.7131,1064.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.570984,36.0,0.0
21,69,1,0,2,1,1,1,0,,,,,,,,,1.785116,475.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.572076,37.0,0.0
2,2,1,0,1,1,1,0,3,,,,,,,,,0.704164,64.0,0.0
2,9,1,1,1,1,1,0,3,,,,,,,,,1.111668,333.0,0.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.686668,33.0,0.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.68772,31.0,0.0
2,34,1,1,1,0,1,0,0,,,,,,,,,1.730708,1651.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.689112,50.0,0.0
2,4,1,0,0,1,0,0,3,,,,,,,,,0.714904,48.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.70118,52.0,0.0
3,5,0,0,1,0,0,1,2,,,,,,,,,0.644068,54.0,0.0
9,138,1,1,1,0,1,1,0,,,,,,,,,3.250596,5740.0,1.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.53648,32.0,0.0
2,1,1,1,1,1,1,0,3,,,,,,,,,0.947612,179.0,0.0
5,9,0,0,0,1,0,1,1,,,,,,,,,0.741944,82.0,0.0
3,18,0,0,2,0,0,1,2,,,,,,,,,0.802464,61.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.538528,36.0,0.0
5,17,1,0,1,1,1,1,0,,,,,,,,,1.137292,153.0,0.0
2,34,1,1,1,0,1,0,0,,,,,,,,,1.693184,3202.0,0.0
5,12,0,0,0,1,0,1,1,,,,,,,,,0.762104,108.0,0.0
3,1,0,0,1,0,0,1,2,,,,,,,,,0.537156,35.0,0.0
3,5,0,0,1,0,0,1,2,,,,,,,,,0.690268,35.0,0.0
2,9,1,1,1,1,1,0,3,,,,,,,,,1.111548,414.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.536936,36.0,0.0
5,70,1,1,1,0,1,1,3,,,,,,,,,2.23746,2438.0,1.0
2,7,1,0,0,0,0,0,3,,,,,,,,,0.875116,63.0,0.0
9,16,1,0,0,1,0,1,3,,,,,,,,,0.7458,100.0,0.0
5,71,1,0,0,0,0,1,3,,,,,,,,,0.987244,141.0,0.0
2,3,1,0,0,1,0,0,3,,,,,,,,,0.71078,46.0,0.0
2,3,1,0,0,1,0,0,3,,,,,,,,,0.707484,45.0,0.0
5,11,0,0,0,0,0,1,2,,,,,,,,,0.71038,85.0,0.0
3,2,0,0,1,0,0,1,2,,,,,,,,,0.689744,36.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.53724,32.0,0.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.615856,51.0,0.0
2,3,1,0,0,1,0,0,3,,,,,,,,,0.702176,46.0,0.0
7,25,0,0,0,0,0,1,1,,,,,,,,,1.64876,456.0,0.0
7,6,0,0,0,0,0,1,1,,,,,,,,,1.52736,306.0,0.0
2,35,1,1,1,0,1,0,3,,,,,,,,,1.281364,485.0,0.0
11,3,1,0,1,1,0,1,0,,,,,,,,,0.70972,75.0,0.0
2,35,0,1,1,0,1,0,3,,,,,,,,,1.146976,755.0,0.0
2,3,1,0,0,1,0,0,3,,,,,,,,,0.713476,49.0,0.0
3,2,0,0,1,0,0,1,2,,,,,,,,,0.537924,35.0,0.0
2,9,0,1,1,1,1,0,3,,,,,,,,,1.015376,315.0,0.0
2,3,1,0,0,1,0,0,3,,,,,,,,,0.714568,48.0,0.0
3,2,0,0,1,0,0,1,2,,,,,,,,,0.538028,35.0,0.0
5,7,0,0,2,0,0,1,2,,,,,,,,,0.733984,56.0,0.0
2,1,1,1,1,1,1,0,3,,,,,,,,,0.945996,191.0,0.0
3,1,0,0,0,0,0,0,1,,,,,,,,,1.41272,74.0,0.0
7,26,1,1,1,1,1,1,3,,,,,,,,,1.296544,1357.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.700296,37.0,0.0
2,1,1,0,0,1,0,0,3,,,,,,,,,0.696124,44.0,0.0
9,12,1,0,0,1,0,1,3,,,,,,,,,0.73402,89.0,0.0
4,2,0,0,0,0,0,0,2,,,,,,,,,0.574,38.0,0.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.690164,35.0,0.0
9,55,1,0,0,0,0,1,3,,,,,,,,,1.091736,164.0,0.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.551828,31.0,0.0
3,5,0,0,1,0,0,1,2,,,,,,,,,0.717316,56.0,0.0
2,0,0,0,0,1,0,0,1,,,,,,,,,0.616424,39.0,0.0
2,1,1,0,0,1,0,0,3,,,,,,,,,0.695648,42.0,0.0
2,35,0,1,1,0,1,0,3,,,,,,,,,1.147024,1980.0,0.0
3,2,0,0,1,0,0,1,2,,,,,,,,,0.546844,35.0,0.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.552712,31.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.570464,37.0,0.0
2,35,0,1,1,0,1,0,3,,,,,,,,,1.146392,2120.0,0.0
2,35,0,1,1,0,1,0,3,,,,,,,,,1.138124,1158.0,0.0
5,3,0,0,2,1,0,1,2,,,,,,,,,0.690756,55.0,0.0
2,34,1,1,1,0,1,0,0,,,,,,,,,1.688756,1884.0,0.0
7,103,1,1,1,0,1,1,0,,,,,,,,,2.710204,4643.0,1.0
6,69,1,1,2,0,1,1,0,,,,,,,,,2.219496,3996.0,1.0
2,1,1,0,1,1,1,0,3,,,,,,,,,0.691468,64.0,0.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.55248,30.0,0.0
13,6,0,0,0,0,0,1,1,,,,,,,,,1.52722,503.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.618132,52.0,0.0
3,1,0,0,0,1,0,1,1,,,,,,,,,0.692632,43.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.53806,36.0,0.0
2,2,1,0,0,1,0,0,3,,,,,,,,,0.696136,43.0,0.0
2,34,1,1,1,0,1,0,0,,,,,,,,,1.718408,1137.0,0.0
5,13,0,0,0,0,0,1,2,,,,,,,,,0.711848,75.0,0.0
5,13,0,0,0,0,0,1,2,,,,,,,,,0.705384,100.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.691308,37.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.571188,27.0,0.0
3,7,0,0,1,0,0,1,2,,,,,,,,,0.719788,43.0,0.0
2,1,1,0,0,1,0,0,3,,,,,,,,,0.694728,43.0,0.0
6,70,0,1,1,0,1,1,3,,,,,,,,,1.154108,1232.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.57186,39.0,0.0
18,19,1,0,2,0,0,1,0,,,,,,,,,0.989604,219.0,0.0
5,5,1,0,1,0,0,1,0,,,,,,,,,0.725748,58.0,0.0
3,1,0,0,0,0,0,0,1,,,,,,,,,1.409988,67.0,0.0
2,29,1,0,0,0,0,0,3,,,,,,,,,1.06208,82.0,0.0
7,22,0,0,0,0,0,1,1,,,,,,,,,1.653984,193.0,0.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.690988,49.0,0.0
9,9,1,0,1,0,0,1,0,,,,,,,,,0.80096,104.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.572408,48.0,0.0
2,2,1,0,0,1,0,0,3,,,,,,,,,0.696496,43.0,0.0
2,35,0,0,0,0,0,0,3,,,,,,,,,0.82444,54.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.690924,38.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.537984,37.0,0.0
2,35,1,1,1,0,1,0,3,,,,,,,,,1.293544,758.0,0.0
2,6,1,0,0,1,0,0,3,,,,,,,,,0.704268,44.0,0.0
2,1,0,0,1,1,1,0,3,,,,,,,,,0.692144,45.0,0.0
3,7,0,0,1,0,0,1,2,,,,,,,,,0.564356,43.0,0.0
7,5,1,0,0,1,0,1,3,,,,,,,,,0.711084,63.0,0.0
3,5,0,0,1,0,0,1,2,,,,,,,,,0.63556,59.0,0.0
2,0,0,0,0,1,0,0,1,,,,,,,,,0.616176,52.0,0.0
2,0,0,0,0,1,0,0,1,,,,,,,,,1.403836,63.0,0.0
5,11,0,0,0,0,0,1,2,,,,,,,,,0.71182,73.0,0.0
9,9,1,0,1,0,0,1,0,,,,,,,,,0.786068,86.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.701864,37.0,0.0
7,87,1,0,0,0,0,1,3,,,,,,,,,0.954408,170.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.538084,36.0,0.0
2,35,0,1,1,0,1,0,3,,,,,,,,,1.14692,1109.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.701752,37.0,0.0
2,2,1,1,1,1,1,0,3,,,,,,,,,0.996308,236.0,0.0
5,3,0,0,1,1,0,1,2,,,,,,,,,0.693428,53.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.57034,36.0,0.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.536544,32.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.691464,29.0,0.0
2,0,0,0,0,0,0,0,1,,,,,,,,,0.586896,27.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.690632,37.0,0.0
2,31,0,0,0,0,0,0,3,,,,,,,,,0.817732,54.0,0.0
2,1,0,0,1,0,0,0,2,,,,,,,,,0.620608,51.0,0.0
4,2,1,0,0,0,0,0,0,,,,,,,,,0.70754,50.0,0.0
3,5,0,0,2,0,0,1,2,,,,,,,,,0.590724,44.0,0.0
2,4,1,0,0,1,0,0,3,,,,,,,,,0.692428,44.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.700764,36.0,0.0
10,3,1,0,1,1,1,1,3,,,,,,,,,0.70426,86.0,0.0
2,2,1,1,1,1,1,0,3,,,,,,,,,0.995216,226.0,0.0
3,1,0,0,0,0,0,0,1,,,,,,,,,1.410132,97.0,0.0
5,70,1,1,1,0,1,1,3,,,,,,,,,2.24744,2323.0,1.0
3,7,0,0,1,0,0,1,2,,,,,,,,,0.563776,46.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.690252,37.0,0.0
9,3,1,1,1,1,1,1,3,,,,,,,,,0.974544,606.0,0.0
7,110,0,0,0,0,0,1,1,,,,,,,,,1.853076,1054.0,1.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.691184,35.0,0.0
2,35,0,1,1,0,1,0,3,,,,,,,,,1.146296,2110.0,0.0
5,70,1,1,1,0,1,1,3,,,,,,,,,2.211244,2176.0,1.0
3,5,0,0,2,0,0,1,2,,,,,,,,,0.589764,42.0,0.0
5,9,0,0,2,0,0,1,2,,,,,,,,,0.750132,61.0,0.0
5,69,1,1,1,0,1,1,0,,,,,,,,,2.226208,3817.0,1.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.551008,31.0,0.0
6,70,0,1,1,0,1,1,3,,,,,,,,,1.148804,2387.0,0.0
3,2.0,0,0,0,1,0,1,1,0.47968155,32.88446,0.0,27.085365853658537,0.8376953421898289,18.580981547610854,,0.14927416705245128,0.459336,24.0,0.0
6,32,0,0,0,0,0,1,2,,,,,,,,,0.725704,77.0,0.0
2,35,0,1,1,0,1,0,3,,,,,,,,,1.1498,819.0,0.0
3,1,0,0,0,0,0,0,1,,,,,,,,,1.4521,111.0,0.0
5,7,0,0,2,0,0,1,2,,,,,,,,,0.6646,65.0,0.0
2,2,1,0,1,1,1,0,0,,,,,,,,,0.716552,65.0,0.0
5,7,0,0,2,0,0,1,2,,,,,,,,,0.73526,57.0,0.0
2,2,1,0,1,1,1,0,3,,,,,,,,,0.709916,60.0,0.0
3,32,0,0,1,0,0,1,2,,,,,,,,,0.824168,91.0,0.0
2,2,1,0,1,0,0,0,0,,,,,,,,,0.71026,50.0,0.0
2,2,1,0,1,1,1,0,3,,,,,,,,,0.706428,69.0,0.0
3,39,0,0,1,0,0,1,2,,,,,,,,,0.665412,96.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.569672,37.0,0.0
31,34,1,1,1,1,1,1,3,,,,,,,,,1.235672,2593.0,0.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.552568,28.0,0.0
9,138,1,1,1,0,1,1,0,,,,,,,,,3.282056,8478.0,1.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.688276,44.0,0.0
5,7,0,0,1,0,0,1,2,,,,,,,,,0.641988,62.0,0.0
2,35,0,1,1,0,1,0,3,,,,,,,,,1.146596,630.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.57068,39.0,0.0
3,32,0,0,1,0,0,1,2,,,,,,,,,0.826892,83.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.572496,27.0,0.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.690268,43.0,0.0
9,138,1,1,1,0,1,1,0,,,,,,,,,3.25168,22039.0,1.0
5,70,1,1,1,0,1,1,3,,,,,,,,,2.20598,1702.0,1.0
9,156,1,0,0,0,0,1,3,,,,,,,,,1.108272,221.0,0.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.616808,50.0,0.0
2,4,0,0,1,0,1,0,3,,,,,,,,,0.707476,39.0,0.0
3,7,0,0,1,0,0,1,2,,,,,,,,,0.720488,45.0,0.0
2,0,0,0,0,1,0,0,1,,,,,,,,,0.616312,75.0,0.0
2,10,1,0,0,1,0,0,3,,,,,,,,,0.73772,51.0,0.0
13,6,0,0,0,0,0,1,1,,,,,,,,,1.514716,572.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.569784,35.0,0.0
3,1,0,0,0,0,0,0,1,,,,,,,,,1.40882,97.0,0.0
2,1,1,0,0,1,0,0,3,,,,,,,,,0.697076,42.0,0.0
3,2,0,0,1,0,0,1,2,,,,,,,,,0.636744,56.0,0.0
3,0,0,0,2,1,0,1,2,,,,,,,,,0.552472,30.0,0.0
2,3,1,0,0,1,0,0,3,,,,,,,,,0.711412,48.0,0.0
8,7,1,0,2,0,0,1,0,,,,,,,,,0.755712,86.0,0.0
2,1,1,1,1,1,1,0,3,,,,,,,,,0.94784,193.0,0.0
2,4,1,0,0,1,0,0,3,,,,,,,,,0.705264,45.0,0.0
2,9.0,0,0,0,1,0,0,1,0.47968155,17.534758,0.0,20.640588690937257,0.16965336946167622,10.558111352228114,,-0.8890390748952078,0.456944,17.0,0.0
2,2,1,1,1,1,1,0,3,,,,,,,,,0.996328,213.0,0.0
5,21,0,0,0,0,0,1,2,,,,,,,,,0.733588,118.0,0.0
3,7,0,0,1,0,0,1,2,,,,,,,,,0.547036,43.0,0.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.687068,33.0,0.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.687008,32.0,0.0
2,35,0,0,0,0,0,0,3,,,,,,,,,0.82242,52.0,0.0
5,11,0,0,0,0,0,1,2,,,,,,,,,0.711596,68.0,0.0
2,34,1,1,1,0,1,0,0,,,,,,,,,1.72082,4171.0,0.0
2,2,0,0,1,0,0,0,2,,,,,,,,,0.570564,37.0,0.0
2,1,1,0,1,1,1,0,3,,,,,,,,,0.693296,59.0,0.0
2,0,0,0,1,1,0,0,2,,,,,,,,,0.689484,46.0,0.0
9,175,1,0,0,0,0,1,3,,,,,,,,,1.110284,258.0,0.0
2,35,0,0,0,0,0,0,3,,,,,,,,,0.82578,46.0,0.0
3,2,0,0,0,0,0,0,1,,,,,,,,,1.476436,137.0,0.0
